start	end	text
2691560	2692560	嗯
2692560	2693560	嗯
2693560	2694560	嗯
2694560	2695560	嗯
2695560	2696560	嗯
2696560	2697560	嗯
2697560	2698560	嗯
2698560	2699560	嗯
2700560	2701560	嗯
2701560	2702560	嗯
2702560	2703560	嗯
2703560	2704560	嗯
2704560	2705560	嗯
2705560	2706560	嗯
2708560	2709560	嗯
2709560	2710560	嗯
2710560	2711560	嗯
2711560	2712560	嗯
2712560	2713560	嗯
2713560	2714560	嗯
2714560	2715560	嗯
2715560	2716560	嗯
2716560	2717560	嗯
2717560	2718560	嗯
2718560	2719560	嗯
2719560	2723560	人群智能本身它 走深难度就很大 对吧
2723560	2727560	什么视野模型什么的其实还没有很好的一个效果嘛
2727560	2729560	然后这个东西想做到最终的状态的话
2729560	2731560	其实要实现的东西太多了
2731560	2734560	包括就算它不是做到我们最终跟人一样
2734560	2736560	它其实中间很多结果
2736560	2738560	包括它可能比如说咱们就做刺突 是吧
2738560	2740560	或者说针对一些特别场景
2740560	2741560	可能我们不需要 就是轮子最好
2741560	2743560	各种不同场景其实都可以做
2743560	2745560	这个方向我觉得是很有意义
2745560	2748560	它终于有新的东西可以去挖掘
2748560	2750560	所以这个可能是更看重一点的
2750560	2754560	明白 就其实我和您一样
2754560	2756560	就之前我也做自动驾驶
2756560	2758560	那时候就开始做自动驾驶
2758560	2760560	和您一样也是在美国做
2760560	2763560	到当时觉得这个
2763560	2765560	那时候我们主要做L4
2765560	2766560	就觉得这个
2766560	2768560	当时整个出门技术比较靠谱
2768560	2770560	但是现在大家觉得L4快乐
2770560	2772560	因为它一直在L4里面
2772560	2773560	长了几年
2773560	2775560	但现在总是有点发现
2775560	2777560	这个技术可能比大家想象的要困难
2777560	2781560	所以现在假设L4就相对更落地一些
2781560	2782560	对
2782560	2784560	再来我们要谈这个问题
2784560	2787560	车辆它也是个机器人
2787560	2789560	但更多是在2D平面上做
2789560	2790560	这样的一个场景
2790560	2793560	并且它的程度更多是偏道路
2793560	2796560	因为它还是这个程序内的
2796560	2799560	但机器人相对更复杂一点
2799560	2802560	文设和这个车辆比较类似
2802560	2804560	它可能在程序内
2804560	2806560	可能在楼宇内
2806560	2808560	也可能在楼外
2808560	2810560	如果是做实验的话
2810560	2812560	它可能会更偏三围
2812560	2815560	这样整体的成绩反而会更高
2815560	2817560	所以像你说的
2817560	2820560	可能做实验也不一定能够做的
2820560	2822560	有特别成熟的那些东西
2822560	2823560	就像L4
2823560	2826560	从很多年前微博开始
2826560	2827560	我们开始做的时候
2827560	2829560	版主就出作L4的时候
2829560	2831560	也是参考微博的一个报告
2831560	2833560	就当时微博是调研
2833560	2835560	人们在开车的时候
2835560	2837560	高速相对比较好开
2837560	2839560	但程序道路稍微麻烦点
2839560	2840560	对于他们来说
2840560	2842560	驾驶能力指数最高就程序
2842560	2844560	所以当时微博的结果
2844560	2846560	就认为除了L4以外
2846560	2849560	其他的都是这个需求
2849560	2851560	因为本来对用户
2851560	2854560	用户对这段并不是特别
2854560	2856560	对他来说驾驶的能力
2856560	2857560	并不是特别高
2857560	2859560	并且你在驾驶过程中
2859560	2862560	很经常要让他保持
2862560	2864560	这个时刻直接管的状态
2864560	2866560	所以当时微博出这个报告之后
2866560	2868560	就有各种影响力
2868560	2870560	百度可能在它之后
2870560	2872560	重操L4
2872560	2875560	无论是微博还是百度
2875560	2876560	可能大家都知道做L4
2876560	2878560	现在做都比较困难
2878560	2880560	这个做了15年
2880560	2883560	像我们这样的合伙公司
2883560	2885560	应该是在可敬于
2885560	2886560	现在的地位
2886560	2887560	就和当年的试验实验室
2887560	2889560	是一样的
2889560	2890560	其实做的也比较不是
2890560	2892560	特别影响
2892560	2894560	在我们现在更复杂的
2894560	2896560	区分制度
2896560	2898560	可能相对也是一个
2898560	2900560	非常长期的事情
2900560	2902560	这个我也特别认同
2902560	2904560	刚刚说的
2904560	2905560	从长期来说
2905560	2906560	我们这个事情
2906560	2908560	是应该会做得非常
2908560	2912560	有研究的深度和广度
2912560	2914560	对我们来说
2914560	2916560	非常大一个前景
2916560	2918560	另一方面
2918560	2920560	和曾嘉诗做的
2920560	2921560	有点不太一样
2921560	2922560	或者是小康
2922560	2923560	或者是小米等等
2923560	2924560	这个公司
2924560	2926560	就车厂基本上
2926560	2927560	大马下面怎么着
2927560	2929560	都有几十万辆车在路上跑
2929560	2932560	所以在没有曾嘉诗之前
2932560	2935560	事情就有上百辆车在跑
2935560	2937560	所以数据对曾嘉诗来说
2937560	2939560	应该并不是特别难
2939560	2940560	或者是说
2940560	2941560	曾嘉诗在很多程度上
2941560	2943560	听着她是属于比较好的
2943560	2945560	但对局势器来说
2945560	2946560	就比较麻烦一点
2946560	2948560	绝大多数机器人
2948560	2949560	不能解决时间问题
2949560	2950560	就是说局势器
2950560	2951560	咱们不是说
2951560	2953560	累积位置应该比较成熟的
2953560	2955560	那么你要想工作数据
2955560	2957560	没有那么多中央来做
2957560	2960560	那只能人工来采集这个数据
2960560	2962560	那么包括现在
2962560	2964560	去年比较火的优米
2964560	2965560	今年大红
2965560	2966560	英国等等
2966560	2968560	这个其实都是一类问题
2968560	2969560	就在这类设备
2969560	2970560	我以很低的成本
2970560	2971560	很轻易的方式
2971560	2973560	来采集数据
2973560	2974560	采了数据之后
2974560	2975560	来选择一些让机器人
2975560	2978560	能够开始做工作组建的
2978560	2982560	像自动驾驶怎么来进化
2982560	2983560	我现在机器上
2983560	2984560	所以必须要有数据
2984560	2986560	这边深一点来采
2986560	2988560	那么可能过五六年
2988560	2989560	或者过三四年
2989560	2991560	它的效果比较好之后
2991560	2992560	或者是我机器人数据
2992560	2993560	比较多之后
2993560	2994560	我可能用缓震数据
2994560	2996560	或者是互联网上
2996560	2997560	大量人类操作数据
2997560	2999560	就可以解决一些问题
2999560	3001560	其实现在有很多公司
3001560	3003560	做互联网数据
3003560	3005560	已经有现成的
3005560	3006560	大量人类操作数据
3006560	3010560	只是这个技术能开销的更高点
3010560	3012560	类似光纹指甲
3012560	3016560	光纹它以仿真为主
3016560	3018560	但不管怎么说
3018560	3020560	至少目前效果不是特别理想
3020560	3022560	做指甲也是一样
3022560	3026560	很多年前说仿真
3026560	3028560	我可以很低成本拿到数据
3028560	3029560	包括成位数据
3029560	3033560	但是它和真实数据的概率
3033560	3035560	高于真实数据
3035560	3037560	也始终不能解决
3037560	3038560	据实验室的设备
3038560	3039560	就成绩来说
3039560	3041560	显然仿真是非常有价值的
3041560	3044560	但短时间以小
3044560	3046560	更快的迅速性
3046560	3048560	或者是更多的公数据
3048560	3050560	这个可能不一定是
3050560	3053560	特别能够拿到目的地发达
3053560	3056560	包括互联网数据也是这样
3056560	3059560	所以我们思考的是
3059560	3062560	先到我们公司设备机器
3062560	3064560	生产素材设备
3064560	3066560	研做素材业务
3066560	3068560	目前我们想是
3068560	3071560	还是先员工来做数据的采集
3071560	3073560	之后有数据机的用户
3073560	3075560	再在这个基础上
3075560	3078560	增加一些数据的扩张和仿真
3078560	3081560	逐渐的来业务拓展
3081560	3084560	如果仿真评测和仿真数据
3084560	3087560	合成设备做的还都可以的话
3087560	3090560	后续我们可以再向互联网数据
3090560	3093560	人类操作数据来过客这个难关
3093560	3095560	如果只能解决这个
3095560	3097560	对大家来说可能就确实
3097560	3099560	数据就不一定是特别
3099560	3101560	局限的一个事情
3101560	3103560	对 网络数据一多的话
3103560	3105560	就跟
3105560	3107560	不好意思
3107560	3109560	如果网络数据真的很多
3109560	3111560	就跟大摩拳一样了
3111560	3112560	靠着很多网络数据
3112560	3114560	无线的数据去做互联网
3114560	3116560	这个量的话就可以无限多
3116560	3117560	效果就很好
3117560	3119560	现在主要问题就是没有这种数据
3119560	3121560	因为它并落地的很少
3121560	3123560	对 就局限的话
3123560	3126560	现在大家觉得这个团体
3126560	3129560	那个算法和这个数据之间
3129560	3131560	可能缺货最大的就是数据
3131560	3133560	所以今年突然出现很多
3133560	3134560	做数据公司
3134560	3136560	但我们这边呢
3136560	3139560	就和这些新出现的数据公司
3139560	3140560	可能多少还
3140560	3141560	还是不太一样
3141560	3143560	就是我们对这个业务本身
3143560	3146560	还是比较做的非常认真
3146560	3147560	对待这个事情
3147560	3149560	也不是抱着
3149560	3150560	现在比较火烈
3150560	3151560	赶快挣一波钱
3151560	3152560	挣一波钱
3152560	3153560	大家可以想到
3153560	3154560	是的 是的
3154560	3155560	大家实际上
3155560	3156560	怎么做才好
3156560	3158560	对 能够看出来
3158560	3159560	有技术设施
3159560	3161560	对 对 对
3161560	3163560	如果能买这个业务
3163560	3165560	无限过渡到仿真
3165560	3167560	随后当模型的威强
3167560	3170560	再逐渐过渡到大量的机器
3170560	3172560	这也是在真实工作场景
3172560	3174560	或在场景内部
3174560	3175560	整个数据并换
3175560	3176560	也就都构建了
3176560	3177560	后续数据生育
3177560	3180560	可能就像这个数据并换
3180560	3181560	这方面的潜力
3181560	3182560	大概是这样子
3182560	3184560	明白 明白 明白
3184560	3187560	那我再请教个问题
3187560	3189560	就是咱们这边业务
3189560	3191560	可能首先我理解
3191560	3193560	这个数据肯定是一个
3193560	3195560	业务的一个部分
3195560	3196560	对吧
3196560	3198560	然后机器人本身也是
3199560	3200560	那机器人的话
3200560	3201560	我想了解
3201560	3203560	因为
3203560	3204560	那个
3204560	3205560	因为机器人
3205560	3206560	做到最终的一个状态
3206560	3207560	还是肯定有很多难度
3207560	3208560	对吧
3208560	3210560	那咱们中间的结果是
3210560	3211560	有没有哪个
3211560	3212560	就是咱们认为
3212560	3214560	可能会先集中去做的
3214560	3215560	比如说举个例子
3215560	3217560	可能是先做好去
3219560	3220560	捡东西在地上
3220560	3221560	类似这种
3221560	3222560	就是咱们这边
3222560	3223560	觉得哪个
3223560	3224560	哪个可能会比较
3224560	3225560	优先级高一些
3225560	3226560	对 对 对
3227560	3228560	其实我们也在做一些
3228560	3229560	详细考虑的
3229560	3231560	我们先这样来讲
3231560	3233560	有些公司
3233560	3234560	出于工程
3234560	3235560	或者各方面考虑
3235560	3236560	它去挑战
3236560	3237560	类似家庭场景
3237560	3238560	团购场景
3238560	3239560	对 对 对
3239560	3240560	这个大家知道
3240560	3242560	它对安全性要求比较高
3242560	3243560	而且
3243560	3244560	各家场景
3244560	3245560	它又不完全一样
3245560	3247560	相差异性很大
3247560	3249560	这个对生产生的温度比较大
3249560	3250560	那我们就结合
3250560	3252560	资深一些优秀的
3252560	3253560	长时间的兵
3253560	3254560	做这个业务
3254560	3256560	再回到刚刚你说的那样
3256560	3258560	那做这个物流分解
3258560	3259560	那现在很多
3259560	3260560	类似品牌这样的机器人
3260560	3262560	那我们现在
3262560	3263560	也没涉入这个领域
3263560	3264560	之所以这样考虑
3264560	3265560	是因为我们这个需求
3265560	3266560	需求量其实很大
3266560	3267560	但是很多公司
3267560	3269560	做得比我们早
3269560	3271560	那我作为一个候补者
3273560	3274560	我除了我产品上
3274560	3275560	极具竞争力
3275560	3276560	或者我想
3276560	3278560	比别人强的一个level
3278560	3279560	那否则
3279560	3281560	似乎我作为候补者
3281560	3282560	又去找一个
3282560	3283560	大家已经做了
3283560	3284560	好多年
3284560	3285560	要相对成熟的产业
3285560	3288560	似乎不是特别好
3288560	3289560	这样的市场
3289560	3290560	那就没关系
3290560	3291560	更多呢
3291560	3293560	就是说这个偏土地的
3293560	3294560	土地呢
3294560	3295560	这样就是
3295560	3296560	如果说几件事情呢
3297560	3298560	上材料
3298560	3300560	工厂人员搬销等等之类的
3300560	3301560	因为这个
3302560	3303560	一方面呢
3303560	3304560	比如说
3304560	3305560	这个量级项目
3305560	3306560	会比较多
3306560	3307560	会有一些这个工作
3307560	3308560	另一方面相对简单
3308560	3309560	然后呢
3309560	3311560	土地和这个
3312560	3313560	我们说这个
3313560	3314560	物流程度
3314560	3315560	多多少少有点不太一样
3315560	3316560	就物流程度
3316560	3317560	算是
3317560	3318560	就我们说这个
3319560	3320560	通常讲说的
3320560	3321560	像京东啊
3321560	3323560	菜鸟这一类
3323560	3325560	它的聚集度相对比较高
3326560	3328560	那你可能搞定一个公司
3328560	3329560	就有一个公司
3329560	3331560	可能还不错
3331560	3332560	但搞定一个
3332560	3334560	可能都不是那么容易的事情
3335560	3336560	举头在
3336560	3337560	之前已经和公司
3337560	3338560	训练过一次
3339560	3340560	我们小组
3340560	3341560	每次搬销的
3341560	3342560	搬销的很多公司
3342560	3343560	都有这个需求
3343560	3344560	那
3344560	3345560	无论是大公司
3345560	3346560	小公司
3346560	3347560	这个需求还比较普遍
3347560	3348560	所以
3348560	3349560	对我们来说呢
3349560	3351560	因为我们是和三菱这样
3351560	3352560	世界这个
3352560	3353560	举头的
3353560	3354560	有些合作
3354560	3355560	它能成就
3355560	3356560	已经足够
3356560	3357560	我可以支持了
3357560	3358560	另一方面呢
3359560	3360560	因为这个
3360560	3361560	它现在更
3361560	3362560	比较普遍了
3362560	3363560	所以
3363560	3364560	除了这个
3364560	3365560	和
3365560	3366560	一些举头合作
3366560	3367560	我们举头的
3367560	3368560	小公司
3368560	3369560	其实也是
3369560	3370560	找到了一些成绩
3370560	3371560	明白
3371560	3372560	目前
3372560	3373560	我们是举头做这个
3373560	3374560	明白
3374560	3375560	那还挺好的
3375560	3376560	因为就不像有一些
3376560	3377560	就是做了个虚
3377560	3378560	然后去搞投资钱
3378560	3379560	骗投资人的钱
3379560	3380560	也不用骗了
3380560	3381560	就是靠投资人的钱
3381560	3382560	去养活那种
3382560	3383560	对
3383560	3384560	但就是
3384560	3385560	这个和自家
3385560	3386560	有点类似
3386560	3387560	我当
3387560	3388560	刚开始的时候
3388560	3389560	大家很看好这个内容
3389560	3390560	然后过一段时间
3390560	3391560	讲一讲
3391560	3392560	其实就能赚到钱
3392560	3394560	就能拿到投资人的钱
3394560	3395560	但过一段时间
3395560	3396560	总是给别人点回报
3397560	3398560	对
3398560	3399560	这个可能就
3399560	3400560	不一定价值价值
3400560	3401560	对
3401560	3402560	有点迷信
3402560	3403560	对吧
3403560	3404560	确实
3404560	3405560	然后呢
3405560	3406560	我在想
3406560	3407560	和当年讲一讲
3407560	3408560	实际上
3408560	3409560	很多
3409560	3410560	因为热钱
3410560	3411560	所以设计很多公司
3411560	3412560	有的公司
3412560	3413560	可能把钱调开
3413560	3414560	然后
3414560	3415560	他通过工作
3415560	3416560	来做一些
3416560	3417560	微信公司之类
3417560	3418560	结合资深
3418560	3419560	可能在微信上
3419560	3420560	有些储备的
3420560	3421560	之类的一家公司
3421560	3422560	然后对我们来说
3422560	3423560	我们这公司
3423560	3424560	最初它起
3424560	3425560	是创始人
3425560	3426560	是做这个
3426560	3427560	本体的
3427560	3428560	就是原来是
3428560	3429560	出名这边
3429560	3430560	团队做反应器那边
3430560	3431560	团队
3431560	3432560	他们更多是
3432560	3433560	做评语控
3433560	3434560	所以
3434560	3435560	咱们坦白的来讲
3435560	3436560	对国企这块
3437560	3438560	道路
3438560	3439560	原本不是我们
3439560	3440560	特别擅长的地带
3440560	3441560	当然
3441560	3442560	就是现在
3442560	3443560	现在是向往
3443560	3444560	这个国家的转移
3444560	3445560	就例如
3445560	3446560	原来做中共
3446560	3447560	香港
3447560	3448560	先前的政报
3448560	3449560	党和新国
3449560	3450560	都不太一样
3450560	3451560	就
3451560	3452560	不管我们
3452560	3453560	做什么方向
3453560	3454560	大家总知道
3454560	3455560	未来的
3455560	3456560	A的方向
3456560	3457560	是更成功的
3457560	3458560	嗯
3458560	3459560	那我们也在
3459560	3460560	激勇的方向
3460560	3461560	嗯
3461560	3462560	但在整个过程中
3462560	3463560	倒也不是说
3463560	3464560	立刻就
3464560	3465560	转圈
3465560	3466560	转型过去
3466560	3467560	想法是说
3467560	3468560	一呢
3468560	3469560	是利用优势
3469560	3470560	先做起
3470560	3471560	现在
3471560	3472560	其实核心一些事情
3472560	3473560	嗯
3473560	3474560	能赚到一些
3474560	3475560	营收
3475560	3476560	这样呢
3476560	3477560	能够
3477560	3478560	除了投资的情况
3478560	3479560	还能有些营收
3479560	3480560	能够支撑公司
3480560	3481560	发展成员
3481560	3482560	发展更好
3482560	3483560	嗯
3483560	3484560	那
3485560	3486560	热情呢
3486560	3487560	通常不会持续
3487560	3488560	时间太久
3488560	3489560	对吧
3489560	3490560	其实已经过了
3490560	3491560	三年多了
3491560	3492560	嗯
3492560	3493560	有可能明年
3493560	3494560	有可能明年
3494560	3495560	这个投资人
3495560	3496560	可能会收紧这个钱袋子
3496560	3497560	那
3497560	3498560	你自己有些
3498560	3499560	你说
3499560	3500560	这样才能
3500560	3501560	相对收紧
3501560	3502560	或者更久一些
3502560	3503560	嗯
3503560	3504560	这是一方面的问题
3504560	3505560	另一方面的问题呢
3505560	3506560	实际上现在
3506560	3507560	数据测
3507560	3508560	应该是
3508560	3509560	直约性的
3509560	3510560	去发展
3510560	3511560	最大的一个瓶颈
3511560	3512560	那
3512560	3513560	我们去年
3513560	3514560	做优
3514560	3515560	做优的时候呢
3515560	3516560	在那边是做的是
3516560	3517560	那个
3517560	3518560	定义的
3518560	3519560	但今年
3519560	3520560	大家都转异国之后呢
3520560	3521560	都都收掉了
3521560	3522560	现在呢
3522560	3523560	在异国上面
3523560	3524560	可能
3524560	3525560	比其他家
3525560	3526560	都是要来一点
3526560	3527560	市场
3527560	3528560	就不是
3528560	3529560	想要来
3529560	3530560	努力一下
3530560	3531560	但
3531560	3532560	也是结合
3532560	3533560	我之前
3533560	3534560	做数据
3534560	3535560	采取一些优势啊
3535560	3536560	包括
3536560	3537560	是这个技术上
3537560	3538560	以及这个
3538560	3539560	管理上的一些
3539560	3540560	优势
3540560	3541560	想要还是
3541560	3542560	继续在这边
3542560	3543560	还是跟
3543560	3544560	异国这个市场
3544560	3545560	共同点是
3545560	3546560	认为相对比较大
3546560	3547560	另一方面呢
3547560	3548560	本来
3548560	3549560	各个公司都在
3549560	3550560	急缺数据
3550560	3551560	另一方面呢
3551560	3552560	我们也就想
3552560	3553560	优势
3553560	3554560	现在其实
3554560	3555560	我们设备刚发布
3555560	3556560	就已经有
3556560	3557560	不少客户
3557560	3558560	在这个
3558560	3559560	和
3559560	3560560	想购买数据
3560560	3561560	就说
3561560	3562560	对多数公司来说呢
3562560	3563560	它可能确实
3563560	3564560	还是
3564560	3565560	缺数据
3565560	3566560	嗯
3566560	3567560	那
3567560	3568560	我们想
3568560	3569560	也是
3569560	3570560	围绕这两个
3570560	3571560	相对比较
3571560	3572560	很落地的事情
3572560	3573560	先
3573560	3574560	踏踏实实
3574560	3575560	做一些东西
3575560	3576560	当然
3576560	3577560	也在用团队
3577560	3578560	来做一些
3578560	3579560	模型上的一个
3579560	3580560	探索研究
3580560	3581560	嗯
3581560	3582560	对
3582560	3583560	然后再一个
3583560	3584560	就是
3584560	3585560	数据变化
3585560	3586560	本身呢
3586560	3587560	它倒不是说
3587560	3588560	只做这个数据
3588560	3589560	不就是数据
3589560	3590560	因为我们不是
3590560	3591560	只做数据啊
3591560	3592560	就是
3592560	3593560	是因为我们现在
3593560	3594560	起步了
3594560	3595560	从相对
3595560	3596560	比较简单的
3596560	3597560	简单开始做
3597560	3598560	比较
3598560	3599560	坦白来讲
3599560	3600560	目前都在做
3600560	3601560	做这个研究
3601560	3602560	相对少一点
3602560	3603560	但
3603560	3604560	总的呢
3604560	3605560	也是和其他公司
3605560	3606560	其实是一样的
3606560	3607560	当我们把这个业务
3607560	3608560	做得相对比较
3608560	3609560	紧张
3609560	3610560	拿到一块
3610560	3611560	比较
3611560	3612560	大的这个业务之后
3612560	3613560	或者是什么之后呢
3613560	3614560	我们就想做
3614560	3615560	更有挑战
3615560	3616560	更前沿的事情
3616560	3617560	嗯
3617560	3618560	那
3618560	3619560	这也是后续呢
3619560	3620560	会做一些
3620560	3621560	呃
3621560	3622560	片段文章的模型
3622560	3623560	嗯
3623560	3624560	就不再
3624560	3625560	类似像这种
3625560	3626560	分析论啊
3626560	3627560	做什么
3627560	3628560	或者是
3628560	3629560	每一次
3629560	3630560	对
3630560	3631560	另外呢
3631560	3632560	呃
3632560	3633560	我们要证明
3633560	3634560	自己的数据质量
3634560	3635560	还有
3635560	3636560	其实也是需要完成
3636560	3637560	这个闭关打通
3637560	3638560	我的参数
3638560	3639560	去虚拟模型
3639560	3640560	它效果比较好
3640560	3641560	对
3641560	3642560	对到这个市场来说
3642560	3643560	这个是一个
3643560	3644560	很
3644560	3645560	正向的一个
3645560	3646560	选择型号
3646560	3647560	嗯
3647560	3648560	所以
3648560	3649560	通常处于公司
3649560	3650560	也都会做模型
3650560	3651560	那我们
3651560	3652560	其实现在也在处理
3652560	3653560	做这个
3653560	3654560	只是
3654560	3655560	我们的记忆
3655560	3656560	可能在这上面
3656560	3657560	比较多过天
3657560	3658560	嗯
3658560	3659560	对
3659560	3660560	这个
3660560	3661560	这个长跑
3661560	3662560	是这个长跑
3662560	3663560	所以不在乎
3663560	3664560	差一点半点
3664560	3665560	跟起跑慢点没关系
3665560	3666560	哦
3666560	3667560	对
3667560	3668560	有时候我是这样想
3668560	3669560	就是
3669560	3670560	呃
3670560	3671560	虽然现在像
3671560	3672560	比如说实际模型
3672560	3673560	或者是
3673560	3674560	嗯
3674560	3675560	但
3675560	3676560	这个
3676560	3677560	就是算到
3677560	3678560	这个
3678560	3679560	基于这种
3679560	3680560	实际模型
3680560	3681560	这个
3681560	3682560	就无论
3682560	3683560	从这个
3683560	3684560	一二年到现在
3684560	3685560	这个变化
3685560	3686560	都不是特别大
3686560	3687560	嗯
3687560	3688560	那通常来说
3688560	3689560	大家
3689560	3690560	对于
3690560	3691560	训练训练
3691560	3692560	贡献最大的就是
3692560	3693560	他说的基础
3693560	3694560	要帮忙
3694560	3695560	嗯
3695560	3696560	通常来说是
3696560	3697560	炼丹
3697560	3698560	那对于炼丹来说
3698560	3699560	很重要的事情呢
3699560	3700560	就是基础设施
3700560	3701560	嗯
3701560	3702560	那
3702560	3703560	我认为
3703560	3704560	现在我们可能
3704560	3705560	嗯
3705560	3706560	有可能会
3706560	3707560	启动会慢一点
3707560	3708560	但是
3708560	3709560	我们构建比较好的一个数据
3709560	3710560	以及
3710560	3711560	训练评测的
3711560	3712560	那种基础设施呢
3712560	3713560	那
3713560	3714560	后续能够
3714560	3715560	对我们
3715560	3716560	在这个
3716560	3717560	模型训练
3717560	3718560	提升上来
3718560	3719560	能够
3719560	3720560	比较大的一个冲击作用
3720560	3721560	明白
3721560	3722560	明白
3722560	3723560	好
3723560	3724560	然后
3724560	3725560	就之前
3725560	3726560	我同事和你聊了
3726560	3727560	也是
3727560	3728560	当队里的
3728560	3729560	就是
3729560	3730560	肯定是非常认可
3730560	3731560	那
3731560	3732560	我是想了解
3732560	3733560	就你这个
3733560	3734560	自己未来职业发展
3734560	3735560	是怎样的
3735560	3736560	就因为
3736560	3737560	我看你最近
3737560	3738560	这几年
3738560	3739560	竟然都是
3739560	3740560	做的相对更强烈一些
3740560	3741560	嗯
3741560	3742560	嗯
3742560	3743560	嗯
3743560	3744560	我觉得
3744560	3745560	具身智能
3745560	3746560	首先就是
3746560	3747560	很前沿的东西嘛
3747560	3748560	然后
3748560	3749560	其实我
3749560	3750560	我这边就
3750560	3751560	一个
3751560	3752560	就是希望自己
3752560	3753560	不会说
3753560	3754560	掉队
3754560	3755560	就是
3755560	3756560	一直能够跟随新的技术
3756560	3757560	那这个
3757560	3758560	不一定说自己非要说
3758560	3759560	是给咱们训练
3759560	3760560	这个
3760560	3761560	VIM或者是
3761560	3762560	VRA模型
3762560	3763560	但是的话
3763560	3764560	嗯
3764560	3765560	我觉得通过咱们这个
3765560	3766560	数据
3766560	3767560	首先数据是很重要的一方面
3767560	3768560	没有数据
3768560	3769560	肯定没法训练模型的
3769560	3770560	所以的话
3770560	3771560	通过数据
3771560	3772560	其实也可以知道
3772560	3773560	我们这个行业里面
3773560	3774560	最重要的一些
3774560	3775560	呃
3775560	3776560	一些思路啊
3776560	3777560	对吧
3777560	3778560	然后同时的话
3778560	3779560	其实我理解咱们这肯定
3779560	3780560	也会和这个算法
3780560	3781560	这边团队
3781560	3782560	会频繁的有一些沟通嘛
3782560	3783560	但其实也可以去追随一些
3783560	3784560	业内的东西
3784560	3785560	所以我觉得
3785560	3786560	只要是技术上
3786560	3787560	可以保持
3787560	3788560	一直在更新
3788560	3789560	然后做的事情
3789560	3790560	没有意义的话
3790560	3791560	我觉得就
3791560	3792560	就够了
3792560	3793560	对
3793560	3794560	而且本身这个事
3794560	3795560	也是长远的事情嘛
3795560	3796560	就咱们这机制
3796560	3797560	肯定会一直做下去的
3797560	3798560	这个东西
3798560	3799560	因为因为确实
3799560	3800560	很很有难度
3800560	3801560	它不是说
3801560	3802560	一两年就搞定的事情
3802560	3803560	对
3803560	3804560	有时候来讲
3804560	3805560	它确实应该
3805560	3806560	不是一蹴而就的事情
3806560	3807560	对
3807560	3808560	可能做实验
3808560	3809560	呃
3809560	3810560	也不一定会有
3810560	3811560	特别大的进展
3811560	3812560	就就像
3812560	3813560	我私自做驾驶一样
3813560	3814560	对
3814560	3815560	呃
3815560	3816560	刚刚你说的
3816560	3817560	就是VIA之类的
3817560	3818560	或者VIA
3818560	3819560	这个其实
3819560	3820560	两方面啊
3820560	3821560	一方面呢
3821560	3822560	VIA呢
3822560	3823560	我们现在不去
3823560	3824560	但以后确实
3824560	3825560	也会来去
3825560	3826560	但是这样呢
3826560	3827560	呃
3827560	3828560	我们也要做一个数据闭环
3828560	3829560	才能验证
3829560	3830560	如果
3830560	3831560	我们自己的数据
3831560	3832560	才能知道
3832560	3833560	到底是怎么样
3833560	3834560	呃
3834560	3835560	对于训练
3835560	3836560	到底有多大价值
3836560	3837560	嗯
3837560	3838560	如果自己不能证明的话
3838560	3839560	那说服客户来
3839560	3840560	大量购买我们的数据
3840560	3841560	这个
3841560	3842560	也会比较关键
3842560	3843560	是
3843560	3844560	所以说
3844560	3845560	长期来说呢
3845560	3846560	呃
3846560	3847560	以前我们自己会
3847560	3848560	训练武器
3848560	3849560	然后把这条链打通
3849560	3850560	嗯
3850560	3851560	另一个问题
3851560	3852560	就像您说的VIA-M呢
3852560	3853560	这个呢
3853560	3854560	其实我们自己会训练一下
3854560	3855560	就是
3855560	3856560	如果我们
3856560	3857560	这个会
3857560	3858560	采用大量数据
3858560	3859560	然后对它
3859560	3860560	做这个语言
3860560	3861560	就例如
3861560	3862560	呃
3862560	3863560	折衣 叠衣服
3863560	3864560	或者是
3864560	3865560	拿
3865560	3866560	拿
3866560	3867560	去放什么之类的
3867560	3868560	这样的话
3868560	3869560	会要做一些
3869560	3870560	呃
3870560	3871560	从
3871560	3872560	从这个
3872560	3873560	呃
3873560	3874560	折这个右边的
3874560	3875560	这个袖子
3875560	3876560	左边袖子
3876560	3877560	这个会打这个
3877560	3878560	比较强
3878560	3879560	可以到这个
3879560	3880560	后面的线来做训练
3880560	3881560	嗯
3881560	3882560	所以本身咱们对VIA-M
3882560	3883560	这边需求还比较大
3883560	3884560	嗯
3884560	3885560	那所以咱们现在VIA-M
3885560	3887560	是用开源模型的是吗
3887560	3888560	就没有自己训练
3888560	3889560	呃
3890560	3891560	哦
3896560	3897560	明白
3897560	3898560	这个还好
3898560	3899560	然后事业关系
3899560	3900560	可能也会考虑
3900560	3901560	后面考虑事业关系
3901560	3902560	这些东西
3902560	3903560	都会去做
3915560	3916560	对
3916560	3917560	有这个
3917560	3918560	因为
3918560	3919560	我们这个
3919560	3920560	无数的
3920560	3921560	这个销量
3921560	3922560	如果做起来比较快
3922560	3923560	每天有这么
3923560	3924560	假设啊
3924560	3925560	每天有一万小时数据
3925560	3926560	那么大量的
3926560	3927560	各种数据
3927560	3928560	有这个
3928560	3929560	贯通完之后呢
3929560	3931560	你后面想做各种训练
3931560	3932560	那就比较容易了
3932560	3933560	否则
3933560	3934560	现在
